Body	DeviceId	q0	q1	q2	q3	accX	accY	accZ	gyrX	gyrY	gyrZ	magX	magY	magZ	timestamp	rssi	battertLevel
Head	00b4120a	0.632411	-0.300449	-0.391851	-0.596858	8.88954	1.51626	5.47627	0.0107181	0.271623	0.00830768	-0.782227	0.340332	-0.427246	1528713024631	-84	77
Throax	00b411e8	0.813465	-0.165992	-0.414502	-0.372704	7.85297	0.437056	5.95105	-0.00990072	0.0544624	-0.0385968	-0.601562	0.273193	-0.530518	1528713024630	-82	76
LUpArm	00b411d9	0.730948	0.199208	-0.0617703	-0.649781	-1.62911	4.06891	9.62768	0.120264	-0.00503158	0.00641844	0.0720215	-0.0876465	-1.01343	1528713024634	-99	76
LFoArm	00b41148	0.734907	-0.021099	0.0664665	-0.674573	-0.71844	-1.31673	9.67215	0.0133529	-0.0209786	-0.0146245	0.145996	0.647461	-0.861328	1528713024634	-90	75
RUpArm	00b411db	0.839594	-0.135354	0.133184	-0.508943	-0.83611	-3.31769	8.99214	-0.0946951	-0.0131686	-0.0636239	0.22998	0.673096	-0.672852	1528713024634	-84	78
RFoArm	00b41204	0.771609	0.169055	-0.0317386	-0.612399	-0.390365	4.67755	12.2927	0.0102264	-0.100576	-0.0769314	0.149658	-0.0407715	-1.04956	1528713024634	-88	74
Waist	00b411f7	0.662354	-0.349362	-0.484675	-0.452021	9.65961	-0.165282	2.61609	-0.0326056	-0.284324	-0.0288386	-0.864258	0.416992	-0.249512	1528713024638	-90	72
Lthigh	00b411f4	-0.550721	0.181516	0.768737	0.269819	9.20832	1.38709	-2.09127	-0.0221828	0.0477504	-0.00901105	-0.962891	0.278076	0.38208	1528713024639	-84	74
Lshank	00b4111b	0.609144	0.210788	-0.736202	0.206203	9.74022	-0.482385	-0.884555	-0.0202265	0.0264424	-0.0251344	-0.988525	0.388916	-0.00268555	1528713024636	-92	71
Rthigh	00b411c8	-0.328183	0.624849	0.540666	0.457755	9.26736	-0.238571	-2.54235	0.0374086	0.042028	-0.0166458	-0.945312	0.374268	0.152588	1528713024636	-90	87
Rshank	00b411ee	0.414808	-0.548111	-0.521947	-0.505055	9.6355	0.821134	-1.60619	0.0356122	0.0244691	-0.00852388	-1.0603	0.341309	0.0463867	1528713024633	-85	76
