Body	DeviceId	q0	q1	q2	q3	accX	accY	accZ	gyrX	gyrY	gyrZ	magX	magY	magZ	timestamp	rssi	battertLevel
Head	00b4120a	0.570261	-0.356984	-0.446778	-0.589707	9.50542	0.837731	3.92076	-0.00361951	0.036187	0.0154116	-0.832764	0.32373	-0.326172	1528705743656	-83	98
Throax	00b411e8	0.699959	-0.307729	-0.350651	-0.540744	8.24483	-0.543277	5.7156	0.00206253	0.016875	-0.0104273	-0.580811	0.358643	-0.477051	1528705743659	-92	98
LUpArm	00b411d9	0.74542	0.0291813	0.0291581	-0.665318	-0.475149	0.0589397	10.831	-0.00979391	0.00726468	0.0243539	-0.0275879	0.328125	-0.941895	1528705743660	-86	98
LFoArm	00b41148	0.747296	-0.0827666	0.0680293	-0.655797	0.0317052	-2.2426	9.48887	-0.0095037	0.0160926	-0.00100883	0.0649414	0.709961	-0.824951	1528705743659	-77	97
RUpArm	00b411db	0.795658	-0.0377561	0.0483063	-0.602635	-0.250236	-1.06697	9.81283	-0.0244245	0.018971	-0.0181599	0.15918	0.480225	-0.846191	1528705743659	-83	100
RFoArm	00b41204	0.677324	0.24747	-0.17862	-0.669393	-0.188727	3.98265	12.7158	-0.0715906	0.00489539	-0.025936	0.0983887	0.0478516	-1.05859	1528705743656	-84	95
Waist	00b411f7	0.617513	-0.377614	-0.415338	-0.550981	9.32955	-0.299477	3.97394	0.00854256	0.0244617	-0.00507623	-0.806396	0.421875	-0.39209	1528705743656	-80	94
Lthigh	00b411f4	0.391145	-0.590862	-0.428352	-0.560716	9.77925	-0.0151668	-0.397272	-0.00891721	0.0257238	-0.0213318	-0.957031	0.431885	0.204102	1528705743637	-90	96
Lshank	00b4111b	0.4654	-0.54127	-0.480302	-0.509647	9.86745	-0.327708	-0.200596	-0.00483971	0.00508094	-0.0249459	-0.967041	0.429443	0.0793457	1528705743638	-88	96
Rthigh	00b411c8	0.485451	-0.420471	-0.531308	-0.552498	8.92948	2.29752	0.136439	-2.31898	0.15287	0.193778	-0.989014	0.185059	-0.103027	1528705682063	-90	100
Rshank	00b411ee	0.551195	-0.363785	-0.671033	-0.336985	9.78021	0.735882	-1.23536	0.00370907	0.000621146	-0.0108855	-1.08813	0.36084	-0.0131836	1528705743637	-84	94
