Body	DeviceId	q0	q1	q2	q3	accX	accY	accZ	gyrX	gyrY	gyrZ	magX	magY	magZ	timestamp	rssi	battertLevel
Head	00b4120a	0.554381	-0.414892	-0.455434	-0.559559	9.57704	0.50669	2.97445	-0.0691383	0.0109015	0.0207442	-0.847168	0.338135	-0.240234	1528708219841	-96	91
Throax	00b411e8	0.587338	-0.338302	-0.286848	-0.676981	7.96591	0.0420424	6.01403	0.006588	-0.0112068	-0.0376974	-0.621582	0.288818	-0.486328	1528708219844	-87	91
LUpArm	00b411d9	0.598914	0.0522691	0.0493747	-0.797579	-0.856865	0.434573	10.8351	0.0376903	-0.0740502	-0.0132583	-0.0205078	0.280273	-0.958984	1528708219847	-96	90
LFoArm	00b41148	0.652579	-0.0507892	0.0996341	-0.749422	-0.452011	-2.12912	9.43131	-0.0487668	-0.033249	-0.101609	0.10376	0.692871	-0.833496	1528708219841	-87	89
RUpArm	00b411db	0.765463	-0.0441799	0.0856248	-0.636226	-0.603657	-1.65523	9.55717	-0.00225772	-0.0452156	-0.0395806	0.144287	0.52417	-0.814453	1528708219845	-83	93
RFoArm	00b41204	0.518606	0.237326	-0.0947958	-0.815928	-0.248193	3.48415	12.7249	0.073345	-0.0599848	-0.0130186	0.0712891	0.0825195	-1.05762	1528708219844	-87	87
Waist	00b411f7	0.56638	-0.398993	-0.409816	-0.593355	9.44542	0.419234	3.46721	0.00880963	0.0521236	-0.0407612	-0.871094	0.328369	-0.351562	1528708219844	-80	86
Lthigh	00b411f4	0.405044	-0.581456	-0.460421	-0.534659	9.66337	0.0781534	-0.630534	-0.0197212	0.00953775	-0.017752	-0.9729	0.39502	0.188477	1528708219845	-86	88
Lshank	00b4111b	0.412167	-0.60743	-0.410774	-0.540751	9.78035	-0.458864	-0.585966	-0.00864209	-0.00278079	-0.0236412	-0.953613	0.385254	0.207275	1528708219847	-94	88
Rthigh	00b411c8	0.394629	-0.623504	-0.497228	-0.456372	9.38083	-0.258545	-2.23607	-0.0227351	0.0227844	0.00737852	-0.894775	0.401367	0.352539	1528708219847	-89	100
Rshank	00b411ee	0.479831	-0.4665	-0.603185	-0.433945	9.64443	0.729145	-1.52847	-0.00690005	0.00198508	-0.00659661	-1.05396	0.348145	0.101074	1528708219841	-89	88
