Body	DeviceId	q0	q1	q2	q3	accX	accY	accZ	gyrX	gyrY	gyrZ	magX	magY	magZ	timestamp	rssi	battertLevel
Head	00b4120a	0.568909	-0.361514	-0.391448	-0.626433	9.257	0.768535	4.41564	0.0133696	0.017973	0.0312438	-0.807129	0.346191	-0.37793	1528709518353	-90	87
Throax	00b411e8	0.632549	-0.305278	-0.357372	-0.615608	8.42422	0.422198	5.41542	0.0108161	0.00759805	0.011058	-0.63623	0.273438	-0.473877	1528709518351	-90	87
LUpArm	00b411d9	0.643485	0.0638325	-0.0398923	-0.761748	-0.495227	1.5562	10.6789	-0.0562501	0.0276425	0.00839457	-0.00830078	0.204346	-0.991211	1528709518351	-84	86
LFoArm	00b41148	0.7425	-0.0395137	0.0471552	-0.667015	-0.176799	-1.19776	9.68821	-0.0244747	0.0261107	0.0337089	0.0834961	0.651367	-0.86792	1528709518353	-84	85
RUpArm	00b411db	0.805564	-0.0298836	0.0198098	-0.591423	0.212674	-0.806775	9.78828	0.0166556	0.0402745	0.00703499	0.134277	0.447266	-0.857666	1528709518356	-80	89
RFoArm	00b41204	0.73279	0.10567	-0.0947446	-0.66549	0.421225	3.5474	12.7974	-0.0160515	0.0498433	-0.0038663	0.0473633	0.0888672	-1.05981	1528709518353	-80	84
Waist	00b411f7	0.62921	-0.327982	-0.429342	-0.558738	9.25336	0.607002	4.1465	0.0270005	0.0700533	0.0170292	-0.819824	0.331055	-0.453857	1528709518348	-90	82
Lthigh	00b411f4	0.406854	-0.593416	-0.498931	-0.48311	9.38225	-0.011796	-1.82804	0.0141253	0.0172492	-0.0152343	-0.942139	0.442383	0.262207	1528709518356	-89	84
Lshank	00b4111b	0.527547	-0.501423	-0.535548	-0.42832	9.74618	-0.591685	-0.604369	0.0152511	-0.00087766	-0.0114208	-0.953369	0.439453	0.019043	1528709518351	-92	83
Rthigh	00b411c8	0.494611	-0.505302	-0.605072	-0.365949	9.36912	-0.578824	-2.31525	0.0290692	-0.00255769	0.0051798	-0.931641	0.418457	0.144775	1528709518353	-96	97
Rshank	00b411ee	0.517455	-0.446525	-0.596665	-0.420532	9.80067	0.399397	-1.08267	0.0231583	-0.00297088	0.00229731	-1.0498	0.412109	-0.00927734	1528709518352	-90	85
