Body	DeviceId	q0	q1	q2	q3	accX	accY	accZ	gyrX	gyrY	gyrZ	magX	magY	magZ	timestamp	rssi	battertLevel
Head	00b4120a	0.549007	-0.419564	-0.399091	-0.602731	9.55233	0.0572172	3.7247	-0.0195792	-0.0672709	-0.00576752	-0.819824	0.414795	-0.279541	1528712748208	-84	78
Throax	00b411e8	0.647343	-0.288661	-0.394203	-0.585001	8.61597	0.579424	5.16565	0.0507555	0.0336151	-0.0554109	-0.676758	0.256348	-0.435547	1528712748208	-86	77
LUpArm	00b411d9	0.694518	0.113562	-0.0759683	-0.706383	-0.607914	3.49727	10.4769	-0.00244338	0.000838676	-0.00549103	-0.0461426	0.0253906	-1.02734	1528712748211	-81	77
LFoArm	00b41148	0.767641	-0.0284763	0.0356277	-0.639255	-0.178396	-0.895766	10.0638	0.0526376	-0.000975721	0.0173076	0.0825195	0.625	-0.889404	1528712748212	-81	76
RUpArm	00b411db	0.758994	-0.151793	0.144345	-0.616483	-0.440589	-3.82842	8.96921	0.0131677	0.0443164	-0.0210726	0.164795	0.716553	-0.650146	1528712748212	-84	79
RFoArm	00b41204	0.552412	0.253348	-0.128435	-0.783684	-0.133289	3.85295	12.4635	0.0198087	0.0328473	-0.038029	0.0769043	0.0456543	-1.06274	1528712748211	-85	75
Waist	00b411f7	0.567415	-0.414159	-0.38375	-0.599374	9.40153	-0.540946	3.68138	-0.00256498	0.0911123	-0.00132845	-0.825195	0.456299	-0.310059	1528712748214	-81	73
Lthigh	00b411f4	0.399414	-0.653955	-0.448988	-0.459588	9.14987	-0.915096	-2.3719	0.00100331	0.011854	-0.017982	-0.872559	0.535889	0.325684	1528712748215	-88	75
Lshank	00b4111b	0.59257	-0.436196	-0.586561	-0.338437	9.74796	-1.12844	-0.571622	0.0142295	-0.00431299	-0.0160845	-0.926758	0.468018	-0.0705566	1528712748214	-84	72
Rthigh	00b411c8	0.460518	-0.50164	-0.625633	-0.380609	9.31015	0.167608	-2.62443	-0.0095756	0.00990065	0.00426863	-0.942871	0.370117	0.220947	1528712748212	-92	88
Rshank	00b411ee	0.421062	-0.492029	-0.589095	-0.483303	9.60446	1.50767	-1.68874	-0.0200202	0.0041607	-0.00408515	-1.08423	0.316895	0.187988	1528712748209	-89	77
