Body	DeviceId	q0	q1	q2	q3	accX	accY	accZ	gyrX	gyrY	gyrZ	magX	magY	magZ	timestamp	rssi	battertLevel
Head	00b4120a	0.550117	-0.399987	-0.408135	-0.60894	9.63766	0.552129	3.56525	-0.0440451	-0.00503643	-0.0264402	-0.836914	0.360596	-0.302979	1528708510064	-84	90
Throax	00b411e8	0.561371	-0.34553	-0.30491	-0.687388	8.38954	0.0359306	5.41613	-0.0489514	0.0436742	-0.0402848	-0.633057	0.306396	-0.463379	1528708510068	-84	90
LUpArm	00b411d9	0.687269	0.0130624	0.0582849	-0.723943	-0.526443	0.166212	10.97	0.0018179	0.0307608	-0.0302905	-0.00439453	0.347168	-0.940186	1528708510070	-83	89
LFoArm	00b41148	0.757652	-0.034916	0.0415113	-0.650401	-0.22271	-1.10704	9.7713	0.106258	0.0381419	-0.0559838	0.102051	0.631836	-0.883057	1528708510067	-78	88
RUpArm	00b411db	0.794801	-0.0161631	0.0296831	-0.605928	-0.396646	-0.532966	9.83699	-0.00795747	0.0329661	-0.0575936	0.145264	0.443115	-0.871338	1528708510068	-83	92
RFoArm	00b41204	0.667493	0.222781	-0.140354	-0.696508	-0.274365	3.92163	12.6888	0.015308	-0.00368483	-0.0619558	0.0942383	0.0456543	-1.06079	1528708510068	-92	87
Waist	00b411f7	0.59245	-0.361996	-0.41175	-0.590275	9.33888	0.467683	3.701	-0.0178014	0.00134857	-0.0296536	-0.841309	0.335205	-0.417725	1528708510068	-83	85
Lthigh	00b411f4	0.427181	-0.592324	-0.472919	-0.492967	9.53167	-0.534652	-1.38084	-0.0168779	0.0142015	-0.013656	-0.943848	0.479736	0.212646	1528708510070	-86	87
Lshank	00b4111b	0.449987	-0.590842	-0.44302	-0.502146	9.7539	-1.00222	-0.867405	-0.0442764	-0.0190867	-0.172559	-0.934814	0.490723	0.167969	1528708507721	-104	87
Rthigh	00b411c8	0.436434	-0.561709	-0.57868	-0.398922	9.25853	-0.533162	-2.59894	-0.0674551	0.00203803	0.0138479	-0.89917	0.451904	0.280762	1528708510071	-90	100
Rshank	00b411ee	0.565676	-0.352418	-0.664029	-0.338936	9.76315	0.463469	-1.42912	-0.0390609	-0.0109365	-0.000889759	-1.09155	0.387451	-0.0385742	1528708510065	-93	87
