Body	DeviceId	q0	q1	q2	q3	accX	accY	accZ	gyrX	gyrY	gyrZ	magX	magY	magZ	timestamp	rssi	battertLevel
Head	00b4120a	0.519726	-0.428962	-0.384688	-0.630787	9.37705	0.786397	3.94829	-0.0589879	0.0137634	0.0140617	-0.829834	0.354004	-0.302734	1528710232018	-84	85
Throax	00b411e8	0.672443	-0.286136	-0.362106	-0.578641	8.19792	0.297942	5.79004	-0.045678	0.0224835	-0.0253435	-0.628662	0.306396	-0.465576	1528710232014	-86	85
LUpArm	00b411d9	0.663967	-0.0106107	-0.015942	-0.747516	-0.0478716	0.202516	10.8607	-0.00804973	0.0214346	-0.0215368	-0.0732422	0.352783	-0.935547	1528710232018	-91	84
LFoArm	00b41148	0.525489	-0.0432311	0.0583985	-0.847692	0.179719	-1.42454	9.7166	-0.0056894	0.0289204	0.0137213	0.0175781	0.679199	-0.853027	1528710232021	-88	83
RUpArm	00b411db	0.769923	-0.0527706	0.0239401	-0.635501	0.322427	-1.00084	9.73461	-0.0182684	0.0244687	-0.0060248	0.0490723	0.501953	-0.843994	1528710232018	-91	87
RFoArm	00b41204	0.586563	0.164145	-0.142041	-0.780272	0.530684	4.02432	12.7019	-0.0490477	0.0432857	-0.000834865	-0.0441895	0.0585938	-1.06299	1528710232014	-86	82
Waist	00b411f7	0.596317	-0.38634	-0.394298	-0.582819	9.29287	-0.0754998	4.2461	-0.0228422	0.00994543	-0.0264389	-0.808838	0.42627	-0.381592	1528710232018	-78	80
Lthigh	00b411f4	0.373843	-0.627648	-0.449765	-0.51382	9.54983	-0.0376052	-1.46365	-0.00549	-0.00163694	-0.0158828	-0.922852	0.450928	0.313477	1528710232017	-80	82
Lshank	00b4111b	0.564674	-0.483586	-0.586325	-0.321733	9.72349	-1.23997	-1.02597	-0.0019928	0.00495816	-0.0188207	-0.893066	0.494873	0.0185547	1528710232020	-81	81
Rthigh	00b411c8	0.453444	-0.513129	-0.632442	-0.362084	9.28594	0.0475914	-2.662	-0.0111962	0.00976483	0.0019051	-0.914795	0.396729	0.23877	1528710232020	-78	95
Rshank	00b411ee	0.438444	-0.514771	-0.535691	-0.505779	9.80928	0.920129	-0.996216	-0.00232862	-0.00247936	-0.00632885	-1.04224	0.394531	0.0935059	1528710232015	-78	83
