Body	DeviceId	q0	q1	q2	q3	accX	accY	accZ	gyrX	gyrY	gyrZ	magX	magY	magZ	timestamp	rssi	battertLevel
Head	00b4120a	-0.625505	0.347675	0.454331	0.530517	9.59526	0.417037	3.69222	0.00534538	0.0262546	-0.0131165	-0.840332	0.379395	-0.225586	1529647412491	-56	85
Throax	00b411e8	-0.743681	-0.187839	0.543051	-0.341688	9.29286	-0.928024	3.51338	0.0221129	-0.0467676	-0.0192667	-0.692871	0.392578	-0.226074	1529647412488	-50	89
LUpArm	00b411d9	0.724234	0.0115776	-6.67744e-05	-0.689457	0.400701	0.214475	10.8703	0.10503	-0.00921656	0.00297479	-0.111328	0.318848	-0.943848	1529647412491	-58	90
LFoArm	00b41148	-0.725034	0.156162	-0.0334145	0.669942	1.75395	-2.68017	9.27727	-0.0345129	0.038826	-0.0178646	-0.0644531	0.765625	-0.775146	1529647412510	-62	92
RUpArm	00b411db	0.847068	-0.0418213	-0.0150186	-0.529624	0.627191	-0.453791	9.73315	0.0269356	0.0188594	-0.0195626	-0.0554199	0.44458	-0.871582	1529647412487	-65	92
RFoArm	00b41204	0.674655	0.0359454	-0.109295	-0.729111	1.4518	0.77478	13.2148	-0.000271728	0.0254181	-0.0129756	-0.149414	0.374512	-0.986572	1529647412509	-54	92
Waist	00b411f7	-0.431114	-0.558033	0.377978	-0.599893	9.89367	-0.071432	1.05399	0.083875	-0.0877814	-0.0223879	-0.894043	0.414307	-0.0961914	1529647412488	-51	90
Lthigh	00b411f4	0.654957	-0.0257646	-0.750742	-0.0821819	9.72825	0.328904	-0.690207	0.010366	0.0487012	-0.0133788	-0.969238	0.408447	0.157715	1529647412490	-49	89
Lshank	00b4111b	0.536429	-0.478352	-0.575228	-0.390558	9.80905	-0.404428	-0.656623	0.0168515	0.0204158	-0.015045	-0.976807	0.44165	0.0078125	1529647412491	-66	97
Rthigh	00b411c8	0.203122	-0.689597	-0.292682	-0.630503	9.70787	0.646249	-0.957179	0.0209594	0.0194975	0.0194004	-0.911621	0.27417	0.451416	1529647412488	-65	100
Rshank	00b411ee	0.386731	-0.554963	-0.459655	-0.575476	9.82651	0.985714	-0.390653	0.016699	0.0086203	0.00370266	-1.08325	0.3479	0.15332	1529647412491	-63	89
