Body	DeviceId	q0	q1	q2	q3	accX	accY	accZ	gyrX	gyrY	gyrZ	magX	magY	magZ	timestamp	rssi	battertLevel
Head	00b4120a	-0.57982	0.410165	0.385732	0.588884	9.37505	-0.336282	4.2861	0.0236084	0.00208286	0.033673	-0.783203	0.4375	-0.324951	1529644979334	-50	93
Throax	00b411e8	0.571385	-0.3855	-0.330805	-0.644575	8.82647	-0.270428	4.7992	-0.00990614	0.0212908	-0.0118196	-0.642334	0.322021	-0.385986	1529644979337	-50	96
LUpArm	00b411d9	0.759797	-0.00806535	0.0373536	-0.649036	-3.00857e-05	-0.943924	10.7955	0.0386393	-0.0474726	-3.01973e-05	0.0268555	0.411377	-0.887207	1529644979331	-54	97
LFoArm	00b41148	0.818692	-0.179814	0.0972857	-0.536606	0.120762	-3.84073	9.08719	-0.0575505	0.0247356	-0.0580706	0.141846	0.82373	-0.692627	1529644979339	-65	99
RUpArm	00b411db	-0.739477	0.0353446	-0.0475486	0.670569	-0.00585803	-0.934334	9.62171	-0.00194867	0.0254028	-0.0170914	0.0893555	0.480225	-0.85083	1529644979331	-57	100
RFoArm	00b41204	0.70963	0.0488302	-0.0448234	-0.70145	0.601247	-0.0824834	13.5609	-0.0197612	0.0180332	-0.0838863	0.0178223	0.446533	-0.963135	1529644979337	-61	99
Waist	00b411f7	-0.506819	0.441792	0.537952	0.508489	9.85808	0.49414	0.822334	0.0101342	0.0640532	-0.0195576	-0.914551	0.342773	-0.107178	1529644979334	-50	97
Lthigh	00b411f4	0.498942	-0.4656	-0.576176	-0.449772	9.86907	0.0734159	-0.13812	-0.00318469	-0.00645724	-0.016161	-0.990479	0.387695	-0.000488281	1529644979334	-49	96
Lshank	00b4111b	0.552297	-0.390952	-0.647539	-0.350455	9.80636	-0.28651	-0.940207	-0.0228077	0.000590533	-0.0179983	-1.01611	0.327637	-0.0688477	1529644979334	-58	100
Rthigh	00b411c8	-0.38105	0.536678	0.520551	0.543879	9.69611	1.26578	-0.788091	-0.0405884	-0.0053683	-0.00751981	-0.981201	0.275146	0.170654	1529644979335	-50	100
Rshank	00b411ee	0.371758	-0.577855	-0.452071	-0.568781	9.81535	0.835353	-0.815996	-0.0149272	0.000710724	-0.0137102	-1.06519	0.348145	0.166992	1529644979337	-52	95
